C,S,O,1,1,1,1,2,1,1,0,0,0
D,A,I,1,3,1,2,2,1,1,1,0,0
H,S,X,1,2,1,1,2,1,1,0,0,0
H,R,X,1,2,1,1,2,1,1,0,0,0
D,A,I,2,2,1,2,2,1,1,2,0,0
D,S,O,1,3,1,1,2,1,1,0,0,0
D,S,I,1,1,1,2,2,1,1,0,0,0
C,S,O,2,2,1,2,2,1,1,0,0,0
H,S,X,1,2,1,2,2,1,1,0,0,0
H,R,X,1,2,1,1,2,1,1,0,0,0
E,K,I,2,2,1,2,2,1,1,2,0,0
C,R,O,1,3,1,1,2,1,1,0,0,0
D,H,I,2,3,1,2,2,1,1,0,0,0
E,H,I,1,3,1,2,2,1,1,3,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
F,A,I,2,2,3,2,2,1,1,0,0,0
H,R,X,1,2,1,1,2,1,1,0,0,0
H,R,X,1,3,1,1,2,1,1,0,0,0
H,R,X,1,2,1,1,2,1,1,0,0,0
H,S,X,1,2,1,1,1,1,1,0,0,0
C,R,O,1,3,1,1,2,1,1,0,0,0
H,S,X,1,2,1,2,1,1,1,0,0,0
H,R,X,1,1,1,1,2,1,1,1,0,0
H,S,X,1,2,1,1,2,1,1,0,0,0
H,R,X,1,1,1,1,2,1,1,0,0,0
H,S,X,1,3,1,1,1,1,1,0,0,0
H,A,X,1,3,1,1,1,1,1,0,0,0
D,R,O,1,3,1,1,2,1,1,0,0,0
D,R,O,1,2,1,1,2,1,1,0,0,0
C,A,O,1,3,1,2,2,1,1,0,0,0
C,R,O,1,2,1,1,2,1,1,0,0,0
D,K,I,2,3,1,2,2,1,1,0,0,0
D,S,O,1,2,1,2,2,1,1,3,0,0
C,S,O,1,2,1,2,2,1,1,0,0,0
D,A,I,1,3,1,1,2,1,1,1,0,0
H,S,X,1,2,1,2,2,1,1,0,0,0
H,S,X,1,2,1,1,2,1,1,0,0,0
H,S,X,1,3,1,2,1,1,1,0,0,0
D,A,I,1,3,1,2,2,1,1,0,0,0
C,S,O,1,2,1,1,2,1,1,0,0,0
D,R,O,1,3,1,1,2,1,1,0,0,0
H,S,X,1,2,1,1,2,1,1,0,0,0
H,S,X,1,3,1,2,1,1,1,0,0,0
D,K,I,2,2,1,2,2,1,1,0,0,0
D,K,I,1,3,1,2,2,1,1,1,0,0
H,S,X,1,2,1,1,1,1,1,0,0,0
D,S,O,1,1,1,2,2,1,1,0,0,0
E,K,C,2,3,3,2,2,2,1,0,5,1
H,S,X,1,3,1,1,2,1,1,0,0,0
D,A,I,1,2,1,2,2,1,1,0,0,0
D,H,O,1,3,1,2,2,1,1,0,0,0
H,A,X,1,2,1,1,1,1,1,0,0,0
D,S,O,1,3,1,1,2,1,1,0,0,0
F,S,I,1,3,1,2,2,1,1,0,0,0
